,price,address,property_type,num_rooms,floor_num,meters,parking,street,city,ppm,driving_time,public_trans_time,public_trans_option,min_driving_time,max_driving_time,public_trans_time_min,number_trans_trips,driving_time_from_parents,driving_time_from_parents_min,driving_time_from_parents_max,parking?,meters_per_room
2072,1080000,"Moshe Stav St.  5,Beer Sheva",Apartment,4.0,7,115.0,2,Moshe St.,Beer Sheva,9391.304347826086,typically 1 hr 30 min - 2 hr 20 min,1 hr 59 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,90.0,140.0,119.0,2,1 hr - 1 hr 40 min,60.0,100.0,yes,28.75
2073,2290000,Moshe Dayan St. Holon,Apartment,3.5,1,80.0,0,Moshe Dayan St.,Holon,28625.0,typically 22 min - 1 hr,36 min,240,22.0,60.0,36.0,1,20 - 35 min,20.0,35.0,no,22.857142857142858
2074,1350000,Olei HaGardom St. Netanya,Apartment,3.0,2,52.0,0,Olei HaGardom St.,Netanya,25961.53846153846,typically 40 min - 1 hr 20 min,41 min,650,40.0,80.0,41.0,1,1 hr 5 min - 1 hr 40 min,65.0,100.0,no,17.333333333333332
2075,2450000,Emek Dotan St. Holon,Garden apt.,4.5,0,95.0,1,Emek Dotan St.,Holon,25789.473684210527,typically 22 - 55 min,40 min,89,22.0,55.0,40.0,1,22 - 40 min,22.0,40.0,yes,21.11111111111111
2076,2350000,Ha-Palmakh St. Holon,Apartment,3.0,5,70.0,1,Ha-Palmakh St.,Holon,33571.42857142857,typically 18 - 40 min,32 min,71,18.0,40.0,32.0,1,28 - 45 min,28.0,45.0,yes,23.333333333333332
2077,7200000,HaLohamim St. Even Yehuda,Cottage/house,5.0,2,239.0,1,HaLohamim St.,Even Yehuda,30125.5230125523,typically 40 min - 1 hr 15 min,51 min,111    נתניה-נתניה<->בית שמש-בית שמש,40.0,75.0,51.0,2,55 min - 1 hr 40 min,55.0,100.0,yes,47.8
2078,7000000,Nov St. Rishon LeTsiyon,Cottage/house,6.0,3,240.0,2,Nov St.,Rishon LeTsiyon,29166.666666666668,typically 24 min - 1 hr 5 min,35 min,190,24.0,65.0,35.0,1,22 - 40 min,22.0,40.0,yes,40.0
2079,9000000,Sderot Oved Ben Ami Netanya,Cottage/house,6.0,3,240.0,3,SderotOvedBenAmi,Netanya,37500.0,typically 35 min - 1 hr 15 min,52 min,600,35.0,75.0,52.0,1,,,,yes,40.0
2080,4150000,Ha-Dekel St. Ashdod,Apartment,5.0,21,170.0,2,Ha-Dekel St.,Ashdod,24411.764705882353,typically 50 min - 1 hr 40 min,49 min,280,50.0,100.0,49.0,1,28 min - 1 hr,28.0,60.0,yes,34.0
2081,3000000,"Menora St.  6,Jerusalem",Apartment,3.0,3,71.0,0,Menora St.,Jerusalem,42253.52112676056,typically 1 hr - 1 hr 40 min,1 hr 12 min,75    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,60.0,100.0,72.0,2,45 min - 1 hr 25 min,45.0,85.0,no,23.666666666666668
2082,2265000,Rabi Nekhemya Mota St. Rishon LeTsiyon,Apartment,3.0,2,70.0,1,Rabi Nekhemya Mota St.,Rishon LeTsiyon,32357.14285714286,typically 30 min - 1 hr 15 min,49 min,193,30.0,75.0,49.0,1,18 - 35 min,18.0,35.0,yes,23.333333333333332
2083,2950000,"Tnuot ha-Noar St.  13,Rishon LeTsiyon",Apartment,4.0,6,100.0,2,Tnuot ha-Noar St.,Rishon LeTsiyon,29500.0,typically 24 min - 1 hr 5 min,40 min,95    190,24.0,65.0,40.0,2,,,,yes,25.0
2084,1850000,Yehuda Leib Pinsker St. Rishon LeTsiyon,Apartment,4.0,4,113.0,0,Yehuda Leib Pinsker St.,Rishon LeTsiyon,16371.681415929204,typically 26 - 55 min,NA,NA,26.0,55.0,0.0,1,,,,no,28.25
2085,2090000,Livorno St. Bat Yam,Apartment,3.0,7,73.0,0,Livorno St.,Bat Yam,28630.13698630137,typically 20 - 55 min,29 min,240,20.0,55.0,29.0,1,24 - 40 min,24.0,40.0,no,24.333333333333332
2086,2690000,Korkidi St. Tel Aviv-Yafo,Apartment,4.0,3,95.0,1,Korkidi St.,Tel Aviv-Yafo,28315.78947368421,typically 20 - 45 min,28 min,7,20.0,45.0,28.0,1,26 - 45 min,26.0,45.0,yes,23.75
2087,2960000,Emek HaHula St. Ramat Gan,Apartment,4.0,3,96.0,1,Emek HaHula St.,Ramat Gan,30833.333333333332,typically 14 - 40 min,29 min,364,14.0,40.0,29.0,1,35 min - 1 hr 10 min,35.0,70.0,yes,24.0
2088,3590000,"Pnina U-Moshe St.  3,Rishon LeTsiyon",Rooftop apt.,6.0,8,140.0,1,Pnina U-Moshe St.,Rishon LeTsiyon,25642.85714285714,typically 30 min - 1 hr,46 min,5        193,30.0,60.0,46.0,2,22 - 40 min,22.0,40.0,yes,23.333333333333332
2089,1600000,"Herzl St.  38,Netanya",Apartment,3.0,1,70.0,0,Herzl St.,Netanya,22857.14285714286,typically 40 min - 1 hr 20 min,39 min,650,40.0,80.0,39.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,no,23.333333333333332
2090,3700000,"Mordei ha-Getaot St.  40,Rishon LeTsiyon",Rooftop apt.,5.0,11,120.0,1,Mordei ha-Getaot St.,Rishon LeTsiyon,30833.333333333332,typically 30 min - 1 hr 5 min,45 min,193,30.0,65.0,45.0,1,18 - 35 min,18.0,35.0,yes,24.0
2091,5700000,"Khakhmei Atuna St.  52,Tel Aviv-Yafo",Apartment,3.0,0,80.0,0,Khakhmei Atuna St.,Tel Aviv-Yafo,71250.0,typically 12 - 28 min,25 min,46,12.0,28.0,25.0,1,28 - 55 min,28.0,55.0,no,26.666666666666668
2092,1950000,Elul St. Ashdod,Apartment,3.0,3,100.0,2,Elul St.,Ashdod,19500.0,typically 50 min - 1 hr 40 min,1 hr,11    280,50.0,100.0,60.0,2,28 - 55 min,28.0,55.0,yes,33.333333333333336
2093,3250000,Khartsit St. Netanya,Duplex,5.5,2,170.0,1,Khartsit St.,Netanya,19117.647058823528,typically 35 min - 1 hr 10 min,47 min,605,35.0,70.0,47.0,1,1 hr 5 min - 1 hr 40 min,65.0,100.0,yes,30.90909090909091
2094,1999999,"Yonatan Netanyahu St.  6,Ashkelon",Apartment,4.0,12,123.0,1,Yonatan Netanyahu St.,Ashkelon,16260.154471544716,typically 55 min - 2 hr,1 hr 11 min,304,55.0,120.0,71.0,1,35 min - 1 hr 5 min,35.0,65.0,yes,30.75
2095,3150000,"Shlomo Eliraz St.  1,Rishon LeTsiyon",Apartment,4.0,13,107.0,2,Shlomo Eliraz St.,Rishon LeTsiyon,29439.252336448597,typically 30 min - 1 hr,47 min,193,30.0,60.0,47.0,1,20 - 40 min,20.0,40.0,yes,26.75
2096,2050000,"Yehuda Halevi St.  3,Rishon LeTsiyon",Apartment,3.0,3,85.0,1,Yehuda Halevi St.,Rishon LeTsiyon,24117.647058823528,typically 30 min - 1 hr,37 min,193,30.0,60.0,37.0,1,20 - 40 min,20.0,40.0,yes,28.333333333333332
2097,3880000,Aba Akhimeir St. Tel Aviv-Yafo,Apartment,3.0,1,62.0,1,Aba Akhimeir St.,Tel Aviv-Yafo,62580.645161290326,typically 16 - 40 min,23 min,171,16.0,40.0,23.0,1,45 min - 1 hr 15 min,45.0,75.0,yes,20.666666666666668
2098,1950000,Ha-Atsmaut St. Ashdod,Apartment,3.0,3,100.0,0,Ha-Atsmaut St.,Ashdod,19500.0,typically 50 min - 1 hr 40 min,1 hr 6 min,280,50.0,100.0,66.0,1,28 - 55 min,28.0,55.0,no,33.333333333333336
2099,750000,Dov Yosef St. Beer Sheva,Apartment,4.0,3,90.0,0,Dov Yosef St.,Beer Sheva,8333.333333333334,typically 1 hr 25 min - 2 hr 20 min,1 hr 44 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,85.0,140.0,104.0,2,1 hr - 1 hr 30 min,60.0,90.0,no,22.5
2100,870000,Mivtsa Moshe St. Be'er Sheva,Apartment,3.0,4,80.0,1,Mivtsa Moshe St.,Beer Sheva,10875.0,typically 1 hr 30 min - 2 hr 30 min,1 hr 53 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,90.0,150.0,113.0,2,1 hr - 1 hr 40 min,60.0,100.0,yes,26.666666666666668
2101,2690000,"Lehi St.  10,Netanya",Apartment,5.0,7,125.0,2,Lehi St.,Netanya,21520.0,typically 40 min - 1 hr 20 min,48 min,827,40.0,80.0,48.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,yes,25.0
2102,2350000,Keren HaYesod St. Bat Yam,Apartment,3.5,7,85.0,1,Keren HaYesod St.,Bat Yam,27647.058823529413,typically 22 min - 1 hr,32 min,240,22.0,60.0,32.0,1,22 - 40 min,22.0,40.0,yes,24.285714285714285
2103,1800000,"Herzl St.  88,Bat Yam",Apartment,3.0,5,56.0,0,Herzl St.,Bat Yam,32142.85714285714,typically 22 - 55 min,42 min,46,22.0,55.0,42.0,1,26 - 50 min,26.0,50.0,no,18.666666666666668
2104,4890000,Mikhael Neeman St. Tel Aviv-Yafo,Apartment,4.0,1,120.0,1,Mikhael Neeman St.,Tel Aviv-Yafo,40750.0,typically 22 - 45 min,27 min,606,22.0,45.0,27.0,1,50 min - 1 hr 15 min,50.0,75.0,yes,30.0
2105,1870000,"HaRav Tana St.  10,Beer Sheva",Garden apt.,5.0,1,138.0,1,HaRav Tana St.,Beer Sheva,13550.72463768116,typically 1 hr 30 min - 2 hr 20 min,1 hr 51 min,5    באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,90.0,140.0,111.0,2,1 hr - 1 hr 40 min,60.0,100.0,yes,27.6
2106,2050000,"Ha-Tsiyonut St.  71,Ashdod",Apartment,3.0,2,97.0,0,Ha-Tsiyonut St.,Ashdod,21134.0206185567,typically 45 min - 1 hr 40 min,1 hr 5 min,22    אשקלון-אשקלון<->הרצליה-הרצליה,45.0,100.0,65.0,2,28 - 55 min,28.0,55.0,no,32.333333333333336
2107,2450000,"Etsel St.  13,Ramat Gan",Apartment,3.0,5,96.0,0,Etsel St.,Ramat Gan,25520.833333333332,typically 16 - 45 min,25 min,60,16.0,45.0,25.0,1,35 min - 1 hr 10 min,35.0,70.0,no,32.0
2108,1111111,Ha-Rishonim St. Petah Tikva,Apartment,2.5,2,50.0,0,Ha-Rishonim St.,Petah Tikva,22222.22,typically 30 min - 1 hr 15 min,38 min,1,30.0,75.0,38.0,1,45 min - 1 hr 15 min,45.0,75.0,no,20.0
2109,1690000,Ben Yehuda St. Tel Aviv-Yafo,Garden apt.,2.0,0,55.0,0,Ben Yehuda St.,Tel Aviv-Yafo,30727.272727272728,typically 10 - 28 min,16 min,8,10.0,28.0,16.0,1,45 min - 1 hr 20 min,45.0,80.0,no,27.5
2110,4580000,"Trumpeldor St.  58,Tel Aviv-Yafo",Apartment,3.0,1,80.0,2,Trumpeldor St.,Tel Aviv-Yafo,57250.0,typically 10 - 26 min,14 min,8,10.0,26.0,14.0,1,40 min - 1 hr 15 min,40.0,75.0,yes,26.666666666666668
2111,3580000,Arnon St. Tel Aviv-Yafo,Apartment,3.0,2,80.0,0,Arnon St.,Tel Aviv-Yafo,44750.0,typically 12 - 30 min,17 min,62,12.0,30.0,17.0,1,40 min - 1 hr 20 min,40.0,80.0,no,26.666666666666668
2112,7250000,Israelis St. Tel Aviv-Yafo,Penthouse,4.0,3,170.0,2,Israelis St.,Tel Aviv-Yafo,42647.05882352941,typically 10 - 28 min,16 min,8,10.0,28.0,16.0,1,40 min - 1 hr 20 min,40.0,80.0,yes,42.5
2113,3280000,Ben Yehuda St. Tel Aviv-Yafo,Rooftop apt.,3.0,5,90.0,0,Ben Yehuda St.,Tel Aviv-Yafo,36444.444444444445,typically 10 - 28 min,16 min,8,10.0,28.0,16.0,1,45 min - 1 hr 20 min,45.0,80.0,no,30.0
2114,3100000,"HaNesiim St.  10,Tel Aviv-Yafo",Apartment,3.0,1,75.0,1,HaNesiim St.,Tel Aviv-Yafo,41333.333333333336,typically 9 - 22 min,13 min,91,9.0,22.0,13.0,1,40 min - 1 hr 5 min,40.0,65.0,yes,25.0
2115,17000000,HaYarkon St. Tel Aviv-Yafo,Rooftop apt.,4.0,6,215.0,4,HaYarkon St.,Tel Aviv-Yafo,79069.76744186046,typically 12 - 35 min,37 min 2.9 km,705,12.0,35.0,,1,40 min - 1 hr 15 min,40.0,75.0,yes,53.75
2116,3100000,"Yeshurun St.  3,Tel Aviv-Yafo",Apartment,2.0,1,45.0,2,Yeshurun St.,Tel Aviv-Yafo,68888.88888888889,typically 12 - 35 min,17 min,8,12.0,35.0,17.0,1,40 min - 1 hr 15 min,40.0,75.0,yes,22.5
2117,2990000,Rav Hai Gaon St. Tel Aviv-Yafo,Apartment,3.0,2,86.0,0,Rav Hai Gaon St.,Tel Aviv-Yafo,34767.441860465115,typically 18 - 40 min,31 min,46,18.0,40.0,31.0,1,26 - 45 min,26.0,45.0,no,28.666666666666668
2118,6150000,Metsada St. Tel Aviv-Yafo,Apartment,3.0,3,110.0,1,Metsada St.,Tel Aviv-Yafo,55909.09090909091,typically 12 - 35 min,17 min,8,12.0,35.0,17.0,1,45 min - 1 hr 20 min,45.0,80.0,yes,36.666666666666664
2119,10200000,Yisrael Galili St. Tel Aviv-Yafo,Duplex,5.0,6,280.0,4,Yisrael Galili St.,Tel Aviv-Yafo,36428.57142857143,typically 12 - 35 min,26 min,8,12.0,35.0,26.0,1,40 min - 1 hr 15 min,40.0,75.0,yes,56.0
2120,5780000,Mapu St. Tel Aviv-Yafo,Apartment,4.0,1,95.0,0,Mapu St.,Tel Aviv-Yafo,60842.10526315789,typically 12 - 35 min,17 min,8,12.0,35.0,17.0,1,40 min - 1 hr 15 min,40.0,75.0,no,23.75
2121,6935000,Rachel Imenu St. Jerusalem,Apartment,5.0,2,192.0,1,Rachel Imenu St.,Jerusalem,36119.791666666664,typically 1 hr 5 min - 1 hr 50 min,1 hr 22 min,18        ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,65.0,110.0,82.0,2,55 min - 1 hr 30 min,55.0,90.0,yes,38.4
2122,2350000,Ha-Shlosha St. Bat Yam,Penthouse,4.0,0,100.0,1,Ha-Shlosha St.,Bat Yam,23500.0,typically 20 - 50 min,29 min,240,20.0,50.0,29.0,1,24 - 40 min,24.0,40.0,yes,25.0
2123,1895000,Shalom Aleichem St. Bat Yam,Apartment,3.0,5,85.0,0,Shalom Aleichem St.,Bat Yam,22294.117647058825,typically 20 - 55 min,33 min,240,20.0,55.0,33.0,1,26 - 50 min,26.0,50.0,no,28.333333333333332
2124,1895000,Shalom Aleichem St. Bat Yam,Apartment,3.0,4,85.0,1,Shalom Aleichem St.,Bat Yam,22294.117647058825,typically 20 - 55 min,33 min,240,20.0,55.0,33.0,1,26 - 50 min,26.0,50.0,yes,28.333333333333332
2125,3250000,Masaryk St. Bat Yam,Apartment,5.0,6,213.0,2,Masaryk St.,Bat Yam,15258.215962441314,typically 22 min - 1 hr,33 min,6    אשקלון-אשקלון<->הרצליה-הרצליה,22.0,60.0,33.0,2,,,,yes,42.6
2126,3250000,Masaryk St. Bat Yam,Penthouse,5.0,6,213.0,2,Masaryk St.,Bat Yam,15258.215962441314,typically 22 min - 1 hr,33 min,6    אשקלון-אשקלון<->הרצליה-הרצליה,22.0,60.0,33.0,2,,,,yes,42.6
2127,3250000,Masaryk St. Bat Yam,Penthouse,5.0,6,214.0,1,Masaryk St.,Bat Yam,15186.915887850468,typically 22 min - 1 hr,33 min,6    אשקלון-אשקלון<->הרצליה-הרצליה,22.0,60.0,33.0,2,,,,yes,42.8
2128,2090000,"Shalom Aleichem St.  2,Bat Yam",Apartment,4.0,4,94.0,0,Shalom Aleichem St.,Bat Yam,22234.042553191488,typically 20 - 55 min,44 min,46,20.0,55.0,44.0,1,26 - 50 min,26.0,50.0,no,23.5
2129,1970000,"Sheshet ha-Yamim St.  30,Bat Yam",Apartment,3.0,4,80.0,1,Sheshet ha-Yamim St.,Bat Yam,24625.0,typically 22 - 55 min,30 min,240,22.0,55.0,30.0,1,24 - 45 min,24.0,45.0,yes,26.666666666666668
2130,2090000,Shalom Aleichem St. Bat Yam,Apartment,4.0,4,94.0,0,Shalom Aleichem St.,Bat Yam,22234.042553191488,typically 20 - 55 min,33 min,240,20.0,55.0,33.0,1,26 - 50 min,26.0,50.0,no,23.5
2131,2090000,Shalom Aleichem St. Bat Yam,Apartment,4.0,5,94.0,0,Shalom Aleichem St.,Bat Yam,22234.042553191488,typically 20 - 55 min,33 min,240,20.0,55.0,33.0,1,26 - 50 min,26.0,50.0,no,23.5
2132,2029000,Arieh Ben Eliezer St. Jerusalem,Apartment,3.5,0,80.0,0,Arieh Ben Eliezer St.,Jerusalem,25362.5,typically 1 hr 5 min - 1 hr 50 min,1 hr 24 min,31    ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,65.0,110.0,84.0,2,50 min - 1 hr 25 min,50.0,85.0,no,22.857142857142858
2133,2289000,"HaNofech St.  243,Jerusalem",Apartment,4.0,3,90.0,0,HaNofech St.,Jerusalem,25433.333333333332,typically 1 hr 5 min - 1 hr 50 min,1 hr 22 min,531        ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,65.0,110.0,82.0,2,50 min - 1 hr 20 min,50.0,80.0,no,22.5
2134,1120000,Sderot Hativat Yiftach Lod,Apartment,3.0,3,70.0,3,SderotHativatYiftach,Lod,16000.0,typically 35 min - 1 hr 5 min,33 min,22    רחובות-רחובות<->בנימינה-בנימינה גבעת עדה,35.0,65.0,33.0,2,18 - 45 min,18.0,45.0,yes,23.333333333333332
2135,2559000,Yakinton St. Jerusalem,Apartment,4.0,1,90.0,0,Yakinton St.,Jerusalem,28433.333333333332,typically 1 hr 10 min - 1 hr 50 min,1 hr 32 min,531        ירושלים/יצחק נבון-ירושלים<->מודיעין מרכז-מודיעין מכבים רעות    מודיעין מרכז-מודיעין מכבים רעות<->נהריה-נהריה,70.0,110.0,92.0,2,55 min - 1 hr 25 min,55.0,85.0,no,22.5
2136,950000,"Hativat Carmeli St.  23,Haifa",Apartment,3.0,1,70.0,0,Hativat Carmeli St.,Haifa,13571.42857142857,typically 1 hr 30 min - 2 hr 50 min,1 hr 35 min,112        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,90.0,170.0,95.0,2,1 hr 30 min - 2 hr 10 min,90.0,130.0,no,23.333333333333332
2137,3100000,HaBrigada HaYehudit St. Netanya,Garden apt.,3.5,0,96.0,1,HaBrigada HaYehudit St.,Netanya,32291.666666666668,typically 40 min - 1 hr 15 min,50 min,600,40.0,75.0,50.0,1,1 hr 5 min - 1 hr 40 min,65.0,100.0,yes,27.428571428571427
2138,1360000,Ha-Asif St. Haifa,Apartment,4.0,3,80.0,0,Ha-Asif St.,Haifa,17000.0,typically 1 hr 30 min - 2 hr 50 min,1 hr 39 min,3        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,90.0,170.0,99.0,2,1 hr 30 min - 2 hr 30 min,90.0,150.0,no,20.0
2139,2100000,"Shaul ha-Melekh St.  4,Ashdod",Apartment,5.0,2,106.0,0,Shaul ha-Melekh St.,Ashdod,19811.32075471698,NA,NA,NA,,,0.0,1,,,,no,21.2
2140,5650000,"Derekh ha-Bsamim  14,Eilat",Villa,9.0,2,213.0,2,Derekh ha-Bsamim  14,Eilat,26525.82159624413,NA,NA,NA,,,0.0,1,3 hr 30 min - 4 hr 40 min,210.0,280.0,yes,23.666666666666668
2141,460000,"Shmaryahu Levin St.  15,Tel Aviv-Yafo",Apartment,1.0,0,10.0,0,Shmaryahu Levin St.,Tel Aviv-Yafo,46000.0,typically 6 - 18 min,10 min,8,6.0,18.0,10.0,1,40 min - 1 hr 5 min,40.0,65.0,no,10.0
2142,1850000,Karl Netter St. Rishon LeTsiyon,Apartment,2.5,3,80.0,0,Karl Netter St.,Rishon LeTsiyon,23125.0,typically 28 - 55 min,39 min,193,28.0,55.0,39.0,1,,,,no,32.0
2143,4550000,"Ha-Perakh St.  94,Rishon LeTsiyon",Cottage/house,5.0,2,180.0,2,Ha-Perakh St.,Rishon LeTsiyon,25277.777777777777,typically 30 min - 1 hr 5 min,45 min,193,30.0,65.0,45.0,1,20 - 40 min,20.0,40.0,yes,36.0
2144,4900000,"Tsora St.  3,Holon",Cottage/house,8.0,2,195.0,2,Tsora St.,Holon,25128.20512820513,typically 20 - 40 min,42 min,289    171,20.0,40.0,42.0,2,24 - 45 min,24.0,45.0,yes,24.375
2145,2290000,Ha-Sar Shapira St. Bat Yam,Apartment,4.0,3,85.0,0,Ha-Sar Shapira St.,Bat Yam,26941.176470588234,typically 24 min - 1 hr,NA,NA,24.0,60.0,0.0,1,26 - 50 min,26.0,50.0,no,21.25
2146,2490000,HaPalmach St. Bat Yam,Garden apt.,5.0,0,110.0,1,HaPalmach St.,Bat Yam,22636.363636363636,typically 20 - 50 min,31 min,240,20.0,50.0,31.0,1,24 - 40 min,24.0,40.0,yes,22.0
2147,1350000,Shabazi St. Ramla,Apartment,3.0,1,66.0,0,Shabazi St.,Ramla,20454.545454545456,typically 35 min - 1 hr 15 min,41 min,450,35.0,75.0,41.0,1,16 - 40 min,16.0,40.0,no,22.0
2148,5770000,"Agas St.  9,Ashdod",Penthouse,5.0,18,375.0,3,Agas St.,Ashdod,15386.666666666666,typically 50 min - 1 hr 40 min,1 hr 6 min,20    280,50.0,100.0,66.0,2,28 - 50 min,28.0,50.0,yes,75.0
2149,1930000,Mishol Susya Beersheba,Garden apt.,4.0,0,120.0,1,MisholSusya,Beer Sheva,16083.333333333334,typically 1 hr 30 min - 2 hr 20 min,1 hr 49 min,25        באר שבע מרכז-באר שבע<->כרמיאל-כרמיאל,90.0,140.0,109.0,2,1 hr - 1 hr 40 min,60.0,100.0,yes,30.0
2150,1500000,"Sderot Hativat HaNegev  27,Eilat",Apartment,2.5,1,60.0,0,Sderot Hativat HaNegev  27,Eilat,25000.0,NA,NA,NA,,,0.0,1,,,,no,24.0
2151,1860000,"Yerushalayim St.  59,Bat Yam",Apartment,3.0,3,80.0,0,Yerushalayim St.,Bat Yam,23250.0,typically 20 - 50 min,28 min,240,20.0,50.0,28.0,1,24 - 45 min,24.0,45.0,no,26.666666666666668
2152,3300000,"Sokolov St.  28,Rishon LeTsiyon",Duplex,6.0,3,150.0,2,Sokolov St.,Rishon LeTsiyon,22000.0,typically 30 min - 1 hr 10 min,43 min,190,30.0,70.0,43.0,1,16 - 28 min,16.0,28.0,yes,25.0
2153,5500000,"Zeev Jabotinsky St.  30,Holon",Garden apt.,3.5,0,90.0,0,Zeev Jabotinsky St.,Holon,61111.11111111111,typically 18 - 40 min,32 min,71,18.0,40.0,32.0,1,26 - 45 min,26.0,45.0,no,25.714285714285715
2154,2350000,Ha-Sar Shapira St. Bat Yam,Apartment,4.0,1,90.0,1,Ha-Sar Shapira St.,Bat Yam,26111.11111111111,typically 24 min - 1 hr,NA,NA,24.0,60.0,0.0,1,26 - 50 min,26.0,50.0,yes,22.5
2155,2490000,Ha-Neviim St. Bat Yam,Rooftop apt.,4.0,4,140.0,1,Ha-Neviim St.,Bat Yam,17785.714285714286,typically 22 min - 1 hr,43 min,1,22.0,60.0,43.0,1,,,,yes,35.0
2156,2100000,Kehilat Canada St. Tel Aviv-Yafo,Apartment,3.0,2,80.0,0,Kehilat Canada St.,Tel Aviv-Yafo,26250.0,typically 18 - 45 min,33 min,1,18.0,45.0,33.0,1,24 - 40 min,24.0,40.0,no,26.666666666666668
2157,2490000,Uzi Hitman St. Ramla,Apartment,4.0,2,132.0,2,Uzi Hitman St.,Ramla,18863.636363636364,typically 35 min - 1 hr 20 min,57 min,458,35.0,80.0,57.0,1,,,,yes,33.0
2158,650000,Masada St. Haifa,Apartment,1.5,0,45.0,0,Masada St.,Haifa,14444.444444444445,typically 1 hr 30 min - 2 hr 50 min,1 hr 32 min,16        כרמיאל-כרמיאל<->באר שבע מרכז-באר שבע,90.0,170.0,92.0,2,1 hr 30 min - 2 hr 20 min,90.0,140.0,no,30.0
2159,6200000,HaGuy St. Ness Ziona,Garden apt.,4.0,0,120.0,2,HaGuy St.,Ness Ziona,51666.666666666664,typically 30 min - 1 hr 15 min,42 min,276,30.0,75.0,42.0,1,14 - 28 min,14.0,28.0,yes,30.0
2160,3200000,"Gershom St.  3,Ramat Gan",Apartment,4.0,6,90.0,1,Gershom St.,Ramat Gan,35555.555555555555,typically 14 - 40 min,31 min,67    200,14.0,40.0,31.0,2,35 min - 1 hr 5 min,35.0,65.0,yes,22.5
2161,5350000,Yoel Salomon St. Netanya,Mini penthouse,4.0,12,157.0,2,Yoel Salomon St.,Netanya,34076.43312101911,typically 50 min - 1 hr 40 min,44 min,650,50.0,100.0,44.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,yes,39.25
2162,24000000,Ehud Manor St. Netanya,Mini penthouse,5.0,27,260.0,3,Ehud Manor St.,Netanya,92307.69230769231,typically 35 min - 1 hr 10 min,48 min,600,35.0,70.0,48.0,1,1 hr 5 min - 1 hr 40 min,65.0,100.0,yes,52.0
2163,3230000,Menachem Begin St. Netanya,Apartment,4.0,2,105.0,1,Menachem Begin St.,Netanya,30761.904761904763,typically 35 min - 1 hr 10 min,41 min,600,35.0,70.0,41.0,1,1 hr 5 min - 1 hr 40 min,65.0,100.0,yes,26.25
2164,3900000,Ha-Rav Nisanbaum St. Bat Yam,Apartment,4.0,36,105.0,1,Ha-Rav Nisanbaum St.,Bat Yam,37142.857142857145,typically 20 - 55 min,35 min,240,20.0,55.0,35.0,1,24 - 45 min,24.0,45.0,yes,26.25
2165,4350000,Haim Hefer St. Rishon LeTsiyon,Mini penthouse,5.0,21,132.0,2,Haim Hefer St.,Rishon LeTsiyon,32954.545454545456,typically 30 min - 1 hr 15 min,50 min,193,30.0,75.0,50.0,1,20 - 35 min,20.0,35.0,yes,26.4
2166,2700000,"Ein Gedi St.  9,Rosh Haayin",Duplex,5.0,3,110.0,1,Ein Gedi St.,Rosh Haayin,24545.454545454544,typically 40 min - 1 hr 20 min,48 min,473,40.0,80.0,48.0,1,40 min - 1 hr 10 min,40.0,70.0,yes,22.0
2167,2400000,Shmuel HaNatziv St. Netanya,Apartment,4.0,4,104.0,1,Shmuel HaNatziv St.,Netanya,23076.923076923078,typically 50 min - 1 hr 40 min,42 min,650,50.0,100.0,42.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,yes,26.0
2168,1460000,Yoseftal St. Ramla,Apartment,4.0,4,96.0,1,Yoseftal St.,Ramla,15208.333333333334,typically 35 min - 1 hr 15 min,44 min,450,35.0,75.0,44.0,1,,,,yes,24.0
2169,1570000,Yehuda Stein St. Ramla,Apartment,3.0,7,75.0,0,Yehuda St.,Ramla,20933.333333333332,typically 35 min - 1 hr 20 min,45 min,450,35.0,80.0,45.0,1,16 - 35 min,16.0,35.0,no,25.0
2170,7500000,"HaHashmonaim St.  52,Netanya",Villa,7.0,3,371.0,1,HaHashmonaim St.,Netanya,20215.633423180592,typically 45 min - 1 hr 25 min,46 min,650,45.0,85.0,46.0,1,1 hr 10 min - 1 hr 50 min,70.0,110.0,yes,53.0
