,price,address,property_type,num_rooms,floor_num,meters,parking,street,city
1949,2797000,"Sderot Yad LaBanim  23,Tel Aviv-Yafo",Apartment,3,4,65,1,Sderot Yad LaBanim  23,Tel Aviv-Yafo
1950,2400000,Ein Ganim St. Petah Tikva,Apartment,4,5,95,2,Ein Ganim St.,Petah Tikva
1951,2400000,Ein Ganim St. Petah Tikva,Apartment,4,5,95,1,Ein Ganim St.,Petah Tikva
1952,2290000,Ha-Hagana St. Bat Yam,Apartment,4,1,130,NA,Ha-Hagana St.,Bat Yam
1953,1980000,Brenner St. Bat Yam,Apartment,3,1,100,1,Brenner St.,Bat Yam
1954,4440000,HaTsanhanim St. Holon,Cottage/house,5,3,146,NA,HaTsanhanim St.,Holon
1955,660000,"Ibn Gabirol St.  45,Afula",Apartment,3,1,62,NA,Ibn Gabirol St.,Afula
1956,4900000,"Dudu Dotan St.  6,Netanya",Apartment,5,12,150,2,Dudu Dotan St.,Netanya
1957,3650000,"Sderot HaKongres  22,Ramat Gan",Mini penthouse,5,5,140,2,Sderot HaKongres  22,Ramat Gan
1958,1380000,"Sderot Moshe Sharet  19,Kiryat Yam",Apartment,5,5,109,2,Sderot Moshe Sharet  19,Kiryat Yam
1959,2590000,"Beeri St.  10,Netanya",Apartment,5,5,115,1,Beeri St.,Netanya
1960,3600000,"Ha-Podim St.  4,Ramat Gan",Apartment,4.5,6,110,1,Ha-Podim St.,Ramat Gan
1961,2970000,Uzi Hitman St. Ramla,Garden apt.,5,0,130,3,Uzi Hitman St.,Ramla
1962,3599000,Ein Dor St. Rishon LeTsiyon,Apartment,5,1,147,1,Ein Dor St.,Rishon LeTsiyon
1963,8900000,Weizmann St. Tel Aviv-Yafo,Apartment,4,18,130,1,Weizmann St.,Tel Aviv-Yafo
1964,3790000,"HaRav Maze St.  1,Netanya",Cottage/house,7,3,180,1,HaRav Maze St.,Netanya
1965,1750000,Derech Raziel Netanya,Apartment,4,6,92,1,DerechRaziel,Netanya
1966,2890000,"HaBrigada HaYehudit St.  48,Netanya",Apartment,5,7,132,1,HaBrigada HaYehudit St.,Netanya
1967,2250000,"Balfour St.  11,Netanya",Apartment,4,3,87,NA,Balfour St.,Netanya
1968,2570000,"Smilanski St.  69,Netanya",Apartment,4.5,4,124,NA,Smilanski St.,Netanya
1969,980000,"Ha-Rav Nisim St.  15,Ashdod",Apartment,2,6,70,NA,Ha-Rav Nisim St.,Ashdod
1970,1720000,"Balfour St.  60,Nahariyya",Apartment,5,4,128,2,Balfour St.,Nahariyya
1971,4150000,Khokhit St. Beer Sheva,Villa,5,1,220,NA,Khokhit St.,Beer Sheva
1972,2500000,"Aba Hillel Silver St.  15,Ashdod",Apartment,4,4,110,1,Aba Hillel Silver St.,Ashdod
1973,990000,Levi Eshkol St. Nahariyya,Apartment,3,2,76,NA,Levi Eshkol St.,Nahariyya
1974,1700000,"HaKerem St.  19,Acre",Apartment,5,5,142,4,HaKerem St.,Acre
1975,7300000,Ben Yehuda St. Tel Aviv-Yafo,Penthouse,3.5,7,72,NA,Ben Yehuda St.,Tel Aviv-Yafo
1976,6600000,Ben Yehuda St. Tel Aviv-Yafo,Apartment,4,6,98,NA,Ben Yehuda St.,Tel Aviv-Yafo
1977,3850000,Ayit St. Beer Sheva,Villa,4,1,290,1,Ayit St.,Beer Sheva
1978,7600000,Ben Yehuda St. Tel Aviv-Yafo,Penthouse,4,7,85,NA,Ben Yehuda St.,Tel Aviv-Yafo
1979,1570000,Ben Asher St. Beer Sheva,Garden apt.,4,0,110,NA,Ben Asher St.,Beer Sheva
1980,7800000,Ben Yehuda St. Tel Aviv-Yafo,Apartment,5,6,115,NA,Ben Yehuda St.,Tel Aviv-Yafo
1981,6580000,Ben Yehuda St. Tel Aviv-Yafo,Apartment,4,6,96,NA,Ben Yehuda St.,Tel Aviv-Yafo
1982,1350000,Kalman Porat St. Beer Sheva,Apartment,4,1,120,1,Kalman Porat St.,Beer Sheva
1983,3890000,Yerushalayim St. Bat Yam,Apartment,5,2,1250,1,Yerushalayim St.,Bat Yam
1984,4100000,Avraham Nisan St. Jerusalem,Apartment,4,0,110,NA,Avraham Nisan St.,Jerusalem
1985,3300000,"Sheshet HaYamim St.  6,Jerusalem",Apartment,3,4,75,3,Sheshet HaYamim St.,Jerusalem
1986,5350000,Dam ha-Maccabim St. Tel Aviv-Yafo,Duplex,5,1,200,NA,Dam ha-Maccabim St.,Tel Aviv-Yafo
1987,1880000,Ha-Raaba St. Tel Aviv-Yafo,Apartment,1,3,40,NA,Ha-Raaba St.,Tel Aviv-Yafo
1988,3590000,"Ha-Tavor St.  5,Ramla",Cottage/house,5,4,268,NA,Ha-Tavor St.,Ramla
1989,1690000,"Dakar St.  9,Lod",Apartment,4,6,117,1,Dakar St.,Lod
1990,2790000,"HaAlonim Boulevard  2,Beer Yaakov",Apartment,4,6,117,2,HaAlonim Boulevard  2,Beer Yaakov
1991,2950000,HaAlonim Boulevard Beer Yaakov,Apartment,5,8,127,2,HaAlonim Boulevard,Beer Yaakov
1992,7800000,Ha-Gefen St. Beer Yaakov,Villa,6,1,220,2,Ha-Gefen St.,Beer Yaakov
1993,950000,"HaHashmal St.  10,Haifa",Apartment,4,3,90,1,HaHashmal St.,Haifa
1994,2780000,Derekh Shimshon Tsur Rehovot,Apartment,5,5,143,1,DerekhShimshonTsur,Rehovot
1995,4450000,"Don Yosef HaNasi St.  3,Holon",Rooftop apt.,5,4,130,2,Don Yosef HaNasi St.,Holon
1996,4000000,"Derech Ben Gurion  83,Bat Yam",Apartment,5,6,110,NA,Derech Ben Gurion  83,Bat Yam
1997,1059000,HaKotel HaMaaravi St. Beer Sheva,Cottage/house,3,1,50,2,HaKotel HaMaaravi St.,Beer Sheva
1998,6500000,"Bazelet St.  14,Rosh Haayin",Villa,7,3,285,NA,Bazelet St.,Rosh Haayin
1999,1490000,Basel St. Beer Sheva,Apartment,8,0,130,NA,Basel St.,Beer Sheva
2000,899000,Olei HaGardom St. Beer Sheva,Apartment,2,7,74,1,Olei HaGardom St.,Beer Sheva
2001,840000,Hazani St. Beer Sheva,Apartment,4,4,94,1,Hazani St.,Beer Sheva
2002,855000,Khogla St. Beer Sheva,Apartment,3.5,3,100,NA,Khogla St.,Beer Sheva
2003,1750000,Bar Yokhai St. Jerusalem,Apartment,2,3,45,NA,Bar Yokhai St.,Jerusalem
2004,770000,"Hazani St.  34,Beer Sheva",Apartment,3.5,2,74,1,Hazani St.,Beer Sheva
2005,420000,Bar Kokhva St. Yeruham,Apartment,3,3,55,NA,Bar Kokhva St.,Yeruham
2006,5650000,Yitskhak Welbar St. Beer Sheva,Villa,5,1,283,NA,Yitskhak Welbar St.,Beer Sheva
2007,899000,Kalischer St. Be'er Sheva,Apartment,4,2,90,NA,Kalischer St.,Beer Sheva
2008,710000,Alfasi St. Beer Sheva,Apartment,3,2,75,NA,Alfasi St.,Beer Sheva
2009,1790000,Gideon Hausner St. Beer Sheva,Apartment,5,5,152,1,Gideon Hausner St.,Beer Sheva
2010,2450000,Beit El St. Beer Sheva,Apartment,5,1,202,1,Beit El St.,Beer Sheva
2011,700000,"Brenner St.  13,Tiberias",Apartment,3,3,85,NA,Brenner St.,Tiberias
2012,3800000,Amnon veTamar St. Ramla,Cottage/house,6,1,220,NA,Amnon veTamar St.,Ramla
2013,4500000,"Nahal Zohar St.  52,Modiin-Maccabim-Reut",Duplex,6,2,160,1,Nahal Zohar St.,Modiin-Maccabim-Reut
2014,880000,"Ha-Rav Herzog St.  53,Beer Sheva",Apartment,3,2,84,1,Ha-Rav Herzog St.,Beer Sheva
2015,3200000,HaRav Yehya Kapah St. Beer Sheva,Cottage/house,6,2,220,1,HaRav Yehya Kapah St.,Beer Sheva
2016,1900000,Mekor Khayim St. Beer Sheva,Garden apt.,5,0,140,1,Mekor Khayim St.,Beer Sheva
2017,1720000,Yosef Burg St. Beer Sheva,Apartment,4,2,138,1,Yosef Burg St.,Beer Sheva
2018,830000,"Kalischer St.  48,Beer Sheva",Apartment,4,3,90,NA,Kalischer St.,Beer Sheva
2019,900000,David HaMelech St. Beer Sheva,Apartment,4,0,70,NA,David HaMelech St.,Beer Sheva
2020,2500000,"Havakuk HaNavi St.  4,Ashdod",Garden apt.,4,0,100,NA,Havakuk HaNavi St.,Ashdod
2021,1480000,Sderot Yerushalayim Beersheba,Apartment,4.5,14,139,2,SderotYerushalayim,Beersheba
2022,7200000,"Mevo Hama  6,Rishon LeTsiyon",Cottage/house,8,4,250,2,Mevo Hama  6,Rishon LeTsiyon
2023,1550000,Derech HaShalom Beersheba,Garden apt.,4,0,88,NA,DerechHaShalom,Beersheba
2024,890000,"Mivtsa Moshe St.  21,Be'er Sheva",Apartment,3,4,71,NA,Mivtsa Moshe St.,Beer Sheva
2025,1810000,"Betsalel St.  31,Beer Sheva",Apartment,5,16,166,1,Betsalel St.,Beer Sheva
2026,1085000,Olei HaGardom St. Beer Sheva,Apartment,3,3,85,2,Olei HaGardom St.,Beer Sheva
2027,415000,Eliyahu ha-Navi St. Be'er Sheva,Apartment,2,7,50,NA,Eliyahu ha-Navi St.,Beer Sheva
2028,7100000,Martin Buber St. Rishon LeTsiyon,Cottage/house,6,4,300,2,Martin Buber St.,Rishon LeTsiyon
2029,4670000,"Elul St.  7,Ashdod",Penthouse,5,7,214,2,Elul St.,Ashdod
2030,2270000,"Fikus St.  5,Tel Aviv-Yafo",Apartment,3,6,75,NA,Fikus St.,Tel Aviv-Yafo
2031,895000,"David HaMelech St.  21,Beer Sheva",Garden apt.,4,0,70,1,David HaMelech St.,Beer Sheva
2032,1480000,"HaRav Tana St.  12,Beer Sheva",Apartment,4,3,139,1,HaRav Tana St.,Beer Sheva
2033,6000000,Abba Eban St. Jerusalem,Apartment,5.5,1,165,1,Abba Eban St.,Jerusalem
2034,3200000,"אורגד  3,Netanya",Apartment,5,2,138,2,אורגד  3,Netanya
2035,5700000,Moshe Hess St. Holon,Duplex,7,4,170,2,Moshe Hess St.,Holon
2036,3500000,Ha-Rav Yaakov Berman St. Rehovot,Apartment,5,5,139,2,Ha-Rav Yaakov Berman St.,Rehovot
2037,3670000,Tel-Chay Boulevard Ashdod,Duplex,5,1,156,1,Tel-ChayBoulevard,Ashdod
2038,1960000,"HaSlav St.  11,Jerusalem",Apartment,3,3,70,NA,HaSlav St.,Jerusalem
2039,2600000,Uruguay St. Jerusalem,Apartment,4.5,1,86,NA,Uruguay St.,Jerusalem
2040,3000000,Herzog St. Ra'anana,Apartment,5,2,148,1,Herzog St.,Raanana
2041,3090000,"HaHagana St.  38,Givatayim",Apartment,3,1,87,NA,HaHagana St.,Givatayim
2042,6600000,"Snunit St.  60,Ness Ziona",Cottage/house,6,2,240,2,Snunit St.,Ness Ziona
2043,1940000,HaMigdal HaLavan St. Ramla,Apartment,4,3,123,1,HaMigdal HaLavan St.,Ramla
2044,2690000,"Mordekhai ha-Yehudi St.  15,Jerusalem",Apartment,3,2,72,1,Mordekhai ha-Yehudi St.,Jerusalem
2045,1700000,"HaMargalit St.  2,Jerusalem",Apartment,3,3,65,NA,HaMargalit St.,Jerusalem
2046,3590000,"Barak St.  21,Ariel",Cottage/house,5.5,2,162,NA,Barak St.,Ariel
2047,1330000,"Simha Holtsberg St.  15,Ramla",Apartment,4,0,83,1,Simha Holtsberg St.,Ramla
2048,4900000,"Nitsa Boulevard  8,Netanya",Apartment,5,8,140,2,Nitsa Boulevard  8,Netanya
2049,6300000,Yedaaya ha-Pnini St. Tel Aviv-Yafo,Cottage/house,6,2,100,NA,Yedaaya ha-Pnini St.,Tel Aviv-Yafo
2050,2990000,"Gadish St.  10,Tel Aviv-Yafo",Villa,4,1,80,NA,Gadish St.,Tel Aviv-Yafo
2051,1700000,"Vered St.  20,Tel Aviv-Yafo",Villa,1.5,1,35,NA,Vered St.,Tel Aviv-Yafo
2052,2990000,"Misgav Am St.  12,Tel Aviv-Yafo",Apartment,4,6,86,1,Misgav Am St.,Tel Aviv-Yafo
2053,1700000,"Vered St.  20,Tel Aviv-Yafo",Cottage/house,1.5,1,35,NA,Vered St.,Tel Aviv-Yafo
2054,2990000,"Gadish St.  10,Tel Aviv-Yafo",Cottage/house,4,1,80,NA,Gadish St.,Tel Aviv-Yafo
2055,3050000,Khaviva Reik St. Tel Aviv-Yafo,Garden apt.,3,0,65,NA,Khaviva Reik St.,Tel Aviv-Yafo
2056,3050000,"Khaviva Reik St.  1,Tel Aviv-Yafo",Garden apt.,3,0,70,NA,Khaviva Reik St.,Tel Aviv-Yafo
2057,2990000,"Misgav Am St.  12,Tel Aviv-Yafo",Apartment,4,6,85,1,Misgav Am St.,Tel Aviv-Yafo
2058,3650000,"Ahimaats St.  24,Tel Aviv-Yafo",Garden apt.,4.5,0,100,2,Ahimaats St.,Tel Aviv-Yafo
2059,2900000,"Ahvat Adam St.  1,Kfar Yona",Apartment,5,1,144,2,Ahvat Adam St.,Kfar Yona
2060,3100000,"Ha-93 St.  4,Netanya",Cottage/house,5,1,154,NA,Ha-93 St.,Netanya
2061,1450000,"Egoz St.  16,Lod",Apartment,4,1,83,NA,Egoz St.,Lod
2062,2100000,Helets St. Rishon LeTsiyon,Apartment,3,4,102,1,Helets St.,Rishon LeTsiyon
2063,2750000,Helets St. Rishon LeTsiyon,Apartment,4,4,102,1,Helets St.,Rishon LeTsiyon
2064,3000000,Helets St. Rishon LeTsiyon,Apartment,4,4,120,1,Helets St.,Rishon LeTsiyon
2065,3550000,"HaTanaim St.  13,Netanya",Garden apt.,7,0,185,2,HaTanaim St.,Netanya
2066,2880000,"Meir Nakar St.  39,Jerusalem",Garden apt.,5,2,144,NA,Meir Nakar St.,Jerusalem
2067,2040000,Ha-Hagana St. Bat Yam,Apartment,3,3,80,1,Ha-Hagana St.,Bat Yam
2068,2500000,Rogozin St. Ashdod,Apartment,5,6,140,NA,Rogozin St.,Ashdod
2069,1670000,"HaMaapilim St.  17,Bat Yam",Apartment,3.5,3,86,NA,HaMaapilim St.,Bat Yam
2070,2190000,HaTanaim St. Holon,Apartment,4,2,90,NA,HaTanaim St.,Holon
2071,2660000,"Herzl St.  2,Bat Yam",Apartment,4,1,115,1,Herzl St.,Bat Yam
2072,1080000,"Moshe Stav St.  5,Beer Sheva",Apartment,4,7,115,2,Moshe St.,Beer Sheva
2073,2290000,Moshe Dayan St. Holon,Apartment,3.5,1,80,NA,Moshe Dayan St.,Holon
2074,1350000,Olei HaGardom St. Netanya,Apartment,3,2,52,NA,Olei HaGardom St.,Netanya
2075,2450000,Emek Dotan St. Holon,Garden apt.,4.5,0,95,1,Emek Dotan St.,Holon
2076,2350000,Ha-Palmakh St. Holon,Apartment,3,5,70,1,Ha-Palmakh St.,Holon
2077,7200000,HaLohamim St. Even Yehuda,Cottage/house,5,2,239,1,HaLohamim St.,Even Yehuda
2078,7000000,Nov St. Rishon LeTsiyon,Cottage/house,6,3,240,2,Nov St.,Rishon LeTsiyon
2079,9000000,Sderot Oved Ben Ami Netanya,Cottage/house,6,3,240,3,SderotOvedBenAmi,Netanya
2080,4150000,Ha-Dekel St. Ashdod,Apartment,5,21,170,2,Ha-Dekel St.,Ashdod
2081,3000000,"Menora St.  6,Jerusalem",Apartment,3,3,71,NA,Menora St.,Jerusalem
2082,2265000,Rabi Nekhemya Mota St. Rishon LeTsiyon,Apartment,3,2,70,1,Rabi Nekhemya Mota St.,Rishon LeTsiyon
2083,2950000,"Tnuot ha-Noar St.  13,Rishon LeTsiyon",Apartment,4,6,100,2,Tnuot ha-Noar St.,Rishon LeTsiyon
2084,1850000,Yehuda Leib Pinsker St. Rishon LeTsiyon,Apartment,4,4,113,NA,Yehuda Leib Pinsker St.,Rishon LeTsiyon
2085,2090000,Livorno St. Bat Yam,Apartment,3,7,73,NA,Livorno St.,Bat Yam
2086,2690000,Korkidi St. Tel Aviv-Yafo,Apartment,4,3,95,1,Korkidi St.,Tel Aviv-Yafo
2087,2960000,Emek HaHula St. Ramat Gan,Apartment,4,3,96,1,Emek HaHula St.,Ramat Gan
2088,3590000,"Pnina U-Moshe St.  3,Rishon LeTsiyon",Rooftop apt.,6,8,140,1,Pnina U-Moshe St.,Rishon LeTsiyon
2089,1600000,"Herzl St.  38,Netanya",Apartment,3,1,70,NA,Herzl St.,Netanya
2090,3700000,"Mordei ha-Getaot St.  40,Rishon LeTsiyon",Rooftop apt.,5,11,120,1,Mordei ha-Getaot St.,Rishon LeTsiyon
2091,5700000,"Khakhmei Atuna St.  52,Tel Aviv-Yafo",Apartment,3,0,80,NA,Khakhmei Atuna St.,Tel Aviv-Yafo
2092,1950000,Elul St. Ashdod,Apartment,3,3,100,2,Elul St.,Ashdod
2093,3250000,Khartsit St. Netanya,Duplex,5.5,2,170,1,Khartsit St.,Netanya
2094,1999999,"Yonatan Netanyahu St.  6,Ashkelon",Apartment,4,12,123,1,Yonatan Netanyahu St.,Ashkelon
2095,3150000,"Shlomo Eliraz St.  1,Rishon LeTsiyon",Apartment,4,13,107,2,Shlomo Eliraz St.,Rishon LeTsiyon
2096,2050000,"Yehuda Halevi St.  3,Rishon LeTsiyon",Apartment,3,3,85,1,Yehuda Halevi St.,Rishon LeTsiyon
2097,3880000,Aba Akhimeir St. Tel Aviv-Yafo,Apartment,3,1,62,1,Aba Akhimeir St.,Tel Aviv-Yafo
2098,1950000,Ha-Atsmaut St. Ashdod,Apartment,3,3,100,NA,Ha-Atsmaut St.,Ashdod
2099,750000,Dov Yosef St. Beer Sheva,Apartment,4,3,90,NA,Dov Yosef St.,Beer Sheva
2100,870000,Mivtsa Moshe St. Be'er Sheva,Apartment,3,4,80,1,Mivtsa Moshe St.,Beer Sheva
2101,2690000,"Lehi St.  10,Netanya",Apartment,5,7,125,2,Lehi St.,Netanya
2102,2350000,Keren HaYesod St. Bat Yam,Apartment,3.5,7,85,1,Keren HaYesod St.,Bat Yam
2103,1800000,"Herzl St.  88,Bat Yam",Apartment,3,5,56,NA,Herzl St.,Bat Yam
2104,4890000,Mikhael Neeman St. Tel Aviv-Yafo,Apartment,4,1,120,1,Mikhael Neeman St.,Tel Aviv-Yafo
2105,1870000,"HaRav Tana St.  10,Beer Sheva",Garden apt.,5,1,138,1,HaRav Tana St.,Beer Sheva
2106,2050000,"Ha-Tsiyonut St.  71,Ashdod",Apartment,3,2,97,NA,Ha-Tsiyonut St.,Ashdod
2107,2450000,"Etsel St.  13,Ramat Gan",Apartment,3,5,96,NA,Etsel St.,Ramat Gan
2108,1111111,Ha-Rishonim St. Petah Tikva,Apartment,2.5,2,50,NA,Ha-Rishonim St.,Petah Tikva
2109,1690000,Ben Yehuda St. Tel Aviv-Yafo,Garden apt.,2,0,55,NA,Ben Yehuda St.,Tel Aviv-Yafo
2110,4580000,"Trumpeldor St.  58,Tel Aviv-Yafo",Apartment,3,1,80,2,Trumpeldor St.,Tel Aviv-Yafo
2111,3580000,Arnon St. Tel Aviv-Yafo,Apartment,3,2,80,NA,Arnon St.,Tel Aviv-Yafo
2112,7250000,Israelis St. Tel Aviv-Yafo,Penthouse,4,3,170,2,Israelis St.,Tel Aviv-Yafo
2113,3280000,Ben Yehuda St. Tel Aviv-Yafo,Rooftop apt.,3,5,90,NA,Ben Yehuda St.,Tel Aviv-Yafo
2114,3100000,"HaNesiim St.  10,Tel Aviv-Yafo",Apartment,3,1,75,1,HaNesiim St.,Tel Aviv-Yafo
2115,17000000,HaYarkon St. Tel Aviv-Yafo,Rooftop apt.,4,6,215,4,HaYarkon St.,Tel Aviv-Yafo
2116,3100000,"Yeshurun St.  3,Tel Aviv-Yafo",Apartment,2,1,45,2,Yeshurun St.,Tel Aviv-Yafo
2117,2990000,Rav Hai Gaon St. Tel Aviv-Yafo,Apartment,3,2,86,NA,Rav Hai Gaon St.,Tel Aviv-Yafo
2118,6150000,Metsada St. Tel Aviv-Yafo,Apartment,3,3,110,1,Metsada St.,Tel Aviv-Yafo
2119,10200000,Yisrael Galili St. Tel Aviv-Yafo,Duplex,5,6,280,4,Yisrael Galili St.,Tel Aviv-Yafo
2120,5780000,Mapu St. Tel Aviv-Yafo,Apartment,4,1,95,NA,Mapu St.,Tel Aviv-Yafo
2121,6935000,Rachel Imenu St. Jerusalem,Apartment,5,2,192,1,Rachel Imenu St.,Jerusalem
2122,2350000,Ha-Shlosha St. Bat Yam,Penthouse,4,0,100,1,Ha-Shlosha St.,Bat Yam
2123,1895000,Shalom Aleichem St. Bat Yam,Apartment,3,5,85,NA,Shalom Aleichem St.,Bat Yam
2124,1895000,Shalom Aleichem St. Bat Yam,Apartment,3,4,85,1,Shalom Aleichem St.,Bat Yam
2125,3250000,Masaryk St. Bat Yam,Apartment,5,6,213,2,Masaryk St.,Bat Yam
2126,3250000,Masaryk St. Bat Yam,Penthouse,5,6,213,2,Masaryk St.,Bat Yam
2127,3250000,Masaryk St. Bat Yam,Penthouse,5,6,214,1,Masaryk St.,Bat Yam
2128,2090000,"Shalom Aleichem St.  2,Bat Yam",Apartment,4,4,94,NA,Shalom Aleichem St.,Bat Yam
2129,1970000,"Sheshet ha-Yamim St.  30,Bat Yam",Apartment,3,4,80,1,Sheshet ha-Yamim St.,Bat Yam
2130,2090000,Shalom Aleichem St. Bat Yam,Apartment,4,4,94,NA,Shalom Aleichem St.,Bat Yam
2131,2090000,Shalom Aleichem St. Bat Yam,Apartment,4,5,94,NA,Shalom Aleichem St.,Bat Yam
2132,2029000,Arieh Ben Eliezer St. Jerusalem,Apartment,3.5,0,80,NA,Arieh Ben Eliezer St.,Jerusalem
2133,2289000,"HaNofech St.  243,Jerusalem",Apartment,4,3,90,NA,HaNofech St.,Jerusalem
2134,1120000,Sderot Hativat Yiftach Lod,Apartment,3,3,70,3,SderotHativatYiftach,Lod
2135,2559000,Yakinton St. Jerusalem,Apartment,4,1,90,NA,Yakinton St.,Jerusalem
2136,950000,"Hativat Carmeli St.  23,Haifa",Apartment,3,1,70,NA,Hativat Carmeli St.,Haifa
2137,3100000,HaBrigada HaYehudit St. Netanya,Garden apt.,3.5,0,96,1,HaBrigada HaYehudit St.,Netanya
2138,1360000,Ha-Asif St. Haifa,Apartment,4,3,80,NA,Ha-Asif St.,Haifa
2139,2100000,"Shaul ha-Melekh St.  4,Ashdod",Apartment,5,2,106,NA,Shaul ha-Melekh St.,Ashdod
2140,5650000,"Derekh ha-Bsamim  14,Eilat",Villa,9,2,213,2,Derekh ha-Bsamim  14,Eilat
2141,460000,"Shmaryahu Levin St.  15,Tel Aviv-Yafo",Apartment,1,0,10,NA,Shmaryahu Levin St.,Tel Aviv-Yafo
2142,1850000,Karl Netter St. Rishon LeTsiyon,Apartment,2.5,3,80,NA,Karl Netter St.,Rishon LeTsiyon
2143,4550000,"Ha-Perakh St.  94,Rishon LeTsiyon",Cottage/house,5,2,180,2,Ha-Perakh St.,Rishon LeTsiyon
2144,4900000,"Tsora St.  3,Holon",Cottage/house,8,2,195,2,Tsora St.,Holon
2145,2290000,Ha-Sar Shapira St. Bat Yam,Apartment,4,3,85,NA,Ha-Sar Shapira St.,Bat Yam
2146,2490000,HaPalmach St. Bat Yam,Garden apt.,5,0,110,1,HaPalmach St.,Bat Yam
2147,1350000,Shabazi St. Ramla,Apartment,3,1,66,NA,Shabazi St.,Ramla
2148,5770000,"Agas St.  9,Ashdod",Penthouse,5,18,375,3,Agas St.,Ashdod
2149,1930000,Mishol Susya Beersheba,Garden apt.,4,0,120,1,MisholSusya,Beersheba
2150,1500000,"Sderot Hativat HaNegev  27,Eilat",Apartment,2.5,1,60,NA,Sderot Hativat HaNegev  27,Eilat
2151,1860000,"Yerushalayim St.  59,Bat Yam",Apartment,3,3,80,NA,Yerushalayim St.,Bat Yam
2152,3300000,"Sokolov St.  28,Rishon LeTsiyon",Duplex,6,3,150,2,Sokolov St.,Rishon LeTsiyon
2153,5500000,"Zeev Jabotinsky St.  30,Holon",Garden apt.,3.5,0,90,NA,Zeev Jabotinsky St.,Holon
2154,2350000,Ha-Sar Shapira St. Bat Yam,Apartment,4,1,90,1,Ha-Sar Shapira St.,Bat Yam
2155,2490000,Ha-Neviim St. Bat Yam,Rooftop apt.,4,4,140,1,Ha-Neviim St.,Bat Yam
2156,2100000,Kehilat Canada St. Tel Aviv-Yafo,Apartment,3,2,80,NA,Kehilat Canada St.,Tel Aviv-Yafo
2157,2490000,Uzi Hitman St. Ramla,Apartment,4,2,132,2,Uzi Hitman St.,Ramla
2158,650000,Masada St. Haifa,Apartment,1.5,0,45,NA,Masada St.,Haifa
2159,6200000,HaGuy St. Ness Ziona,Garden apt.,4,0,120,2,HaGuy St.,Ness Ziona
2160,3200000,"Gershom St.  3,Ramat Gan",Apartment,4,6,90,1,Gershom St.,Ramat Gan
2161,5350000,Yoel Salomon St. Netanya,Mini penthouse,4,12,157,2,Yoel Salomon St.,Netanya
2162,24000000,Ehud Manor St. Netanya,Mini penthouse,5,27,260,3,Ehud Manor St.,Netanya
2163,3230000,Menachem Begin St. Netanya,Apartment,4,2,105,1,Menachem Begin St.,Netanya
2164,3900000,Ha-Rav Nisanbaum St. Bat Yam,Apartment,4,36,105,1,Ha-Rav Nisanbaum St.,Bat Yam
2165,4350000,Haim Hefer St. Rishon LeTsiyon,Mini penthouse,5,21,132,2,Haim Hefer St.,Rishon LeTsiyon
2166,2700000,"Ein Gedi St.  9,Rosh Haayin",Duplex,5,3,110,1,Ein Gedi St.,Rosh Haayin
2167,2400000,Shmuel HaNatziv St. Netanya,Apartment,4,4,104,1,Shmuel HaNatziv St.,Netanya
2168,1460000,Yoseftal St. Ramla,Apartment,4,4,96,1,Yoseftal St.,Ramla
2169,1570000,Yehuda Stein St. Ramla,Apartment,3,7,75,NA,Yehuda St.,Ramla
2170,7500000,"HaHashmonaim St.  52,Netanya",Villa,7,3,371,1,HaHashmonaim St.,Netanya
2171,1499999,HaKotel HaMaaravi St. Beer Sheva,Duplex,6,1,180,NA,HaKotel HaMaaravi St.,Beer Sheva
2172,955000,Wingate St. Beer Sheva,Apartment,4,4,93,NA,Wingate St.,Beer Sheva
2173,830000,Yehuda Halevi St. Beer Sheva,Apartment,3,0,60,NA,Yehuda Halevi St.,Beer Sheva
2174,899999,Hahida St. Beer Sheva,Apartment,4,8,91,NA,Hahida St.,Beer Sheva
2175,12000000,Yigal Alon St. Tel Aviv-Yafo,Penthouse,3.5,40,180,3,Yigal Alon St.,Tel Aviv-Yafo
2176,1590000,"HaMuchtar St.  7,Beer Sheva",Apartment,4,5,150,2,HaMuchtar St.,Beer Sheva
2177,1720000,"HaMuchtar St.  7,Beer Sheva",Apartment,5,8,170,NA,HaMuchtar St.,Beer Sheva
2178,1070000,"Rambam St.  62,Beer Sheva",Apartment,4,2,110,NA,Rambam St.,Beer Sheva
2179,1750000,"Yaakov Schiffer St.  6,Netanya",Apartment,4,6,85,NA,Yaakov Schiffer St.,Netanya
2180,2190000,Sokolov St. Holon,Apartment,3.5,3,78,NA,Sokolov St.,Holon
2181,1020000,"Rambam St.  32,Beer Sheva",Apartment,4,3,100,NA,Rambam St.,Beer Sheva
2182,3390000,"Henri Kendel St.  12,Beer Sheva",Penthouse,4,27,300,2,Henri Kendel St.,Beer Sheva
2183,1990000,Rut Shapira St. Beer Sheva,Cottage/house,6,1,152,1,Rut Shapira St.,Beer Sheva
2184,1280000,"Henri Kendel St.  10,Be'er Sheva",Apartment,4,1,147,2,Henri Kendel St.,Beer Sheva
2185,1535000,"HaMuchtar St.  7,Beer Sheva",Apartment,5,2,180,1,HaMuchtar St.,Beer Sheva
2186,990000,Moriya St. Beer Sheva,Apartment,4,2,96,NA,Moriya St.,Beer Sheva
2187,765000,"Sderot Yerushalayim  7,Beersheba",Apartment,3,4,72,NA,Sderot Yerushalayim  7,Beersheba
